"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...330","MiamiBeach","32","08/16/2024 12:00:00","Field_Specific_Conductance",4272,"umhos/cm",NA,NA,NA
"...331","MiamiBeach","29","08/16/2024 12:00:00","Field_Specific_Conductance",4721,"umhos/cm",NA,NA,NA
"...332","MiamiBeach","30","08/16/2024 12:00:00","Field_Specific_Conductance",4720,"umhos/cm",NA,NA,NA
"...333","MiamiBeach","31","08/16/2024 12:00:00","Field_Specific_Conductance",4737,"umhos/cm",NA,NA,NA
"...334","MiamiBeach","34","08/16/2024 12:00:00","Field_Specific_Conductance",4774,"umhos/cm",NA,NA,NA
"...335","MiamiBeach","41","08/16/2024 12:00:00","Field_Specific_Conductance",5039,"umhos/cm",NA,NA,NA
"...336","MiamiBeach","40","08/16/2024 12:00:00","Field_Specific_Conductance",4984,"umhos/cm",NA,NA,NA
"...337","MiamiBeach","39","08/16/2024 12:00:00","Field_Specific_Conductance",4872,"umhos/cm",NA,NA,NA
"...338","MiamiBeach","38","08/16/2024 12:00:00","Field_Specific_Conductance",4847,"umhos/cm",NA,NA,NA
"...339","MiamiBeach","37","08/16/2024 12:00:00","Field_Specific_Conductance",4811,"umhos/cm",NA,NA,NA
"...340","MiamiBeach","36","08/16/2024 12:00:00","Field_Specific_Conductance",4360,"umhos/cm",NA,NA,NA
"...341","MiamiBeach","35","08/16/2024 12:00:00","Field_Specific_Conductance",4477,"umhos/cm",NA,NA,NA
"...342","MiamiBeach","1","09/18/2024 12:00:00","Field_Specific_Conductance",4347,"umhos/cm",NA,NA,NA
"...343","MiamiBeach","2","09/18/2024 12:00:00","Field_Specific_Conductance",4232,"umhos/cm",NA,NA,NA
"...344","MiamiBeach","3","09/18/2024 12:00:00","Field_Specific_Conductance",4182,"umhos/cm",NA,NA,NA
"...345","MiamiBeach","3A","09/18/2024 12:00:00","Field_Specific_Conductance",1689,"umhos/cm",NA,NA,NA
"...346","MiamiBeach","3B","09/18/2024 12:00:00","Field_Specific_Conductance",4162,"umhos/cm",NA,NA,NA
"...347","MiamiBeach","4","09/18/2024 12:00:00","Field_Specific_Conductance",3956,"umhos/cm",NA,NA,NA
"...348","MiamiBeach","5","09/18/2024 12:00:00","Field_Specific_Conductance",4030,"umhos/cm",NA,NA,NA
"...349","MiamiBeach","6","09/18/2024 12:00:00","Field_Specific_Conductance",3766,"umhos/cm",NA,NA,NA
"...350","MiamiBeach","7","09/18/2024 12:00:00","Field_Specific_Conductance",3859,"umhos/cm",NA,NA,NA
"...351","MiamiBeach","8","09/18/2024 12:00:00","Field_Specific_Conductance",3742,"umhos/cm",NA,NA,NA
"...352","MiamiBeach","9","09/18/2024 12:00:00","Field_Specific_Conductance",3755,"umhos/cm",NA,NA,NA
"...353","MiamiBeach","10","09/18/2024 12:00:00","Field_Specific_Conductance",3752,"umhos/cm",NA,NA,NA
"...354","MiamiBeach","11","09/18/2024 12:00:00","Field_Specific_Conductance",3700,"umhos/cm",NA,NA,NA
"...355","MiamiBeach","13","09/18/2024 12:00:00","Field_Specific_Conductance",4007,"umhos/cm",NA,NA,NA
"...356","MiamiBeach","14","09/18/2024 12:00:00","Field_Specific_Conductance",4079,"umhos/cm",NA,NA,NA
"...357","MiamiBeach","15","09/18/2024 12:00:00","Field_Specific_Conductance",4138,"umhos/cm",NA,NA,NA
"...358","MiamiBeach","16","09/18/2024 12:00:00","Field_Specific_Conductance",4151,"umhos/cm",NA,NA,NA
"...359","MiamiBeach","17","09/18/2024 12:00:00","Field_Specific_Conductance",4060,"umhos/cm",NA,NA,NA
"...360","MiamiBeach","18","09/18/2024 12:00:00","Field_Specific_Conductance",4115,"umhos/cm",NA,NA,NA
"...361","MiamiBeach","19","09/18/2024 12:00:00","Field_Specific_Conductance",4216,"umhos/cm",NA,NA,NA
"...362","MiamiBeach","20","09/18/2024 12:00:00","Field_Specific_Conductance",4304,"umhos/cm",NA,NA,NA
"...363","MiamiBeach","21","09/18/2024 12:00:00","Field_Specific_Conductance",4274,"umhos/cm",NA,NA,NA
"...364","MiamiBeach","22","09/18/2024 12:00:00","Field_Specific_Conductance",4303,"umhos/cm",NA,NA,NA
"...365","MiamiBeach","23","09/18/2024 12:00:00","Field_Specific_Conductance",4431,"umhos/cm",NA,NA,NA
"...366","MiamiBeach","24","09/18/2024 12:00:00","Field_Specific_Conductance",4472,"umhos/cm",NA,NA,NA
"...367","MiamiBeach","25","09/18/2024 12:00:00","Field_Specific_Conductance",4765,"umhos/cm",NA,NA,NA
"...368","MiamiBeach","26","09/19/2024 12:00:00","Field_Specific_Conductance",4657,"umhos/cm",NA,NA,NA
"...369","MiamiBeach","27","09/19/2024 12:00:00","Field_Specific_Conductance",4587,"umhos/cm",NA,NA,NA
"...370","MiamiBeach","28","09/19/2024 12:00:00","Field_Specific_Conductance",4584,"umhos/cm",NA,NA,NA
"...371","MiamiBeach","32","09/19/2024 12:00:00","Field_Specific_Conductance",4582,"umhos/cm",NA,NA,NA
"...372","MiamiBeach","33","09/19/2024 12:00:00","Field_Specific_Conductance",4701,"umhos/cm",NA,NA,NA
"...373","MiamiBeach","29","09/19/2024 12:00:00","Field_Specific_Conductance",4599,"umhos/cm",NA,NA,NA
"...374","MiamiBeach","30","09/19/2024 12:00:00","Field_Specific_Conductance",5067,"umhos/cm",NA,NA,NA
"...375","MiamiBeach","31","09/19/2024 12:00:00","Field_Specific_Conductance",4950,"umhos/cm",NA,NA,NA
"...376","MiamiBeach","34","09/19/2024 12:00:00","Field_Specific_Conductance",4940,"umhos/cm",NA,NA,NA
"...377","MiamiBeach","41","09/19/2024 12:00:00","Field_Specific_Conductance",5282,"umhos/cm",NA,NA,NA
"...378","MiamiBeach","40","09/19/2024 12:00:00","Field_Specific_Conductance",5293,"umhos/cm",NA,NA,NA
"...379","MiamiBeach","39","09/19/2024 12:00:00","Field_Specific_Conductance",5303,"umhos/cm",NA,NA,NA
"...380","MiamiBeach","38","09/19/2024 12:00:00","Field_Specific_Conductance",5269,"umhos/cm",NA,NA,NA
"...381","MiamiBeach","37","09/19/2024 12:00:00","Field_Specific_Conductance",5151,"umhos/cm",NA,NA,NA
"...382","MiamiBeach","36","09/19/2024 12:00:00","Field_Specific_Conductance",5011,"umhos/cm",NA,NA,NA
"...383","MiamiBeach","35","09/19/2024 12:00:00","Field_Specific_Conductance",5251,"umhos/cm",NA,NA,NA
"...384","MiamiBeach","12","09/19/2024 12:00:00","Field_Specific_Conductance",4084,"umhos/cm",NA,NA,NA
"...385","MiamiBeach","1","10/22/2024 12:00:00","Field_Specific_Conductance",4632,"umhos/cm",NA,NA,NA
"...386","MiamiBeach","2","10/22/2024 12:00:00","Field_Specific_Conductance",4547,"umhos/cm",NA,NA,NA
"...387","MiamiBeach","3B","10/22/2024 12:00:00","Field_Specific_Conductance",4678,"umhos/cm",NA,NA,NA
"...388","MiamiBeach","3","10/22/2024 12:00:00","Field_Specific_Conductance",4685,"umhos/cm",NA,NA,NA
"...389","MiamiBeach","3A","10/22/2024 12:00:00","Field_Specific_Conductance",3108,"umhos/cm",NA,NA,NA
"...390","MiamiBeach","4","10/22/2024 12:00:00","Field_Specific_Conductance",4726,"umhos/cm",NA,NA,NA
"...391","MiamiBeach","5","10/22/2024 12:00:00","Field_Specific_Conductance",4912,"umhos/cm",NA,NA,NA
"...392","MiamiBeach","6","10/22/2024 12:00:00","Field_Specific_Conductance",4865,"umhos/cm",NA,NA,NA
"...393","MiamiBeach","7","10/22/2024 12:00:00","Field_Specific_Conductance",4898,"umhos/cm",NA,NA,NA
"...394","MiamiBeach","8","10/22/2024 12:00:00","Field_Specific_Conductance",4845,"umhos/cm",NA,NA,NA
"...395","MiamiBeach","9","10/22/2024 12:00:00","Field_Specific_Conductance",4986,"umhos/cm",NA,NA,NA
"...396","MiamiBeach","10","10/22/2024 12:00:00","Field_Specific_Conductance",4989,"umhos/cm",NA,NA,NA
"...397","MiamiBeach","11","10/22/2024 12:00:00","Field_Specific_Conductance",4872,"umhos/cm",NA,NA,NA
"...398","MiamiBeach","12","10/22/2024 12:00:00","Field_Specific_Conductance",4691,"umhos/cm",NA,NA,NA
"...399","MiamiBeach","13","10/22/2024 12:00:00","Field_Specific_Conductance",4788,"umhos/cm",NA,NA,NA
"...400","MiamiBeach","14","10/22/2024 12:00:00","Field_Specific_Conductance",4546,"umhos/cm",NA,NA,NA
"...401","MiamiBeach","15","10/22/2024 12:00:00","Field_Specific_Conductance",4509,"umhos/cm",NA,NA,NA
"...402","MiamiBeach","16","10/22/2024 12:00:00","Field_Specific_Conductance",4407,"umhos/cm",NA,NA,NA
"...403","MiamiBeach","17","10/22/2024 12:00:00","Field_Specific_Conductance",4364,"umhos/cm",NA,NA,NA
"...404","MiamiBeach","18","10/22/2024 12:00:00","Field_Specific_Conductance",4336,"umhos/cm",NA,NA,NA
"...405","MiamiBeach","19","10/22/2024 12:00:00","Field_Specific_Conductance",4431,"umhos/cm",NA,NA,NA
"...406","MiamiBeach","20","10/22/2024 12:00:00","Field_Specific_Conductance",4579,"umhos/cm",NA,NA,NA
"...407","MiamiBeach","21","10/22/2024 12:00:00","Field_Specific_Conductance",4661,"umhos/cm",NA,NA,NA
"...408","MiamiBeach","22","10/22/2024 12:00:00","Field_Specific_Conductance",4673,"umhos/cm",NA,NA,NA
"...409","MiamiBeach","23","10/22/2024 12:00:00","Field_Specific_Conductance",4687,"umhos/cm",NA,NA,NA
"...410","MiamiBeach","24","10/22/2024 12:00:00","Field_Specific_Conductance",4761,"umhos/cm",NA,NA,NA
"...411","MiamiBeach","25","10/22/2024 12:00:00","Field_Specific_Conductance",4968,"umhos/cm",NA,NA,NA
"...412","MiamiBeach","26","10/23/2024 12:00:00","Field_Specific_Conductance",4586,"umhos/cm",NA,NA,NA
"...413","MiamiBeach","27","10/23/2024 12:00:00","Field_Specific_Conductance",4500,"umhos/cm",NA,NA,NA
"...414","MiamiBeach","28","10/23/2024 12:00:00","Field_Specific_Conductance",4480,"umhos/cm",NA,NA,NA
"...415","MiamiBeach","32","10/23/2024 12:00:00","Field_Specific_Conductance",4607,"umhos/cm",NA,NA,NA
"...416","MiamiBeach","33","10/23/2024 12:00:00","Field_Specific_Conductance",4677,"umhos/cm",NA,NA,NA
"...417","MiamiBeach","29","10/23/2024 12:00:00","Field_Specific_Conductance",4591,"umhos/cm",NA,NA,NA
"...418","MiamiBeach","30","10/23/2024 12:00:00","Field_Specific_Conductance",4658,"umhos/cm",NA,NA,NA
"...419","MiamiBeach","31","10/23/2024 12:00:00","Field_Specific_Conductance",4720,"umhos/cm",NA,NA,NA
"...420","MiamiBeach","34","10/23/2024 12:00:00","Field_Specific_Conductance",4676,"umhos/cm",NA,NA,NA
"...421","MiamiBeach","41","10/23/2024 12:00:00","Field_Specific_Conductance",4900,"umhos/cm",NA,NA,NA
"...422","MiamiBeach","40","10/23/2024 12:00:00","Field_Specific_Conductance",4948,"umhos/cm",NA,NA,NA
"...423","MiamiBeach","39","10/23/2024 12:00:00","Field_Specific_Conductance",4940,"umhos/cm",NA,NA,NA
"...424","MiamiBeach","38","10/23/2024 12:00:00","Field_Specific_Conductance",4930,"umhos/cm",NA,NA,NA
"...425","MiamiBeach","37","10/23/2024 12:00:00","Field_Specific_Conductance",4768,"umhos/cm",NA,NA,NA
"...426","MiamiBeach","36","10/23/2024 12:00:00","Field_Specific_Conductance",4763,"umhos/cm",NA,NA,NA
"...427","MiamiBeach","35","10/23/2024 12:00:00","Field_Specific_Conductance",4771,"umhos/cm",NA,NA,NA
"...428","MiamiBeach","26","11/19/2024 12:00:00","Field_Specific_Conductance",48911,"umhos/cm",NA,NA,NA
"...429","MiamiBeach","27","11/19/2024 12:00:00","Field_Specific_Conductance",48648,"umhos/cm",NA,NA,NA
"...430","MiamiBeach","28","11/19/2024 12:00:00","Field_Specific_Conductance",48788,"umhos/cm",NA,NA,NA
"...431","MiamiBeach","32","11/19/2024 12:00:00","Field_Specific_Conductance",49176,"umhos/cm",NA,NA,NA
"...432","MiamiBeach","33","11/19/2024 12:00:00","Field_Specific_Conductance",49794,"umhos/cm",NA,NA,NA
"...433","MiamiBeach","29","11/19/2024 12:00:00","Field_Specific_Conductance",48931,"umhos/cm",NA,NA,NA
"...434","MiamiBeach","30","11/19/2024 12:00:00","Field_Specific_Conductance",49730,"umhos/cm",NA,NA,NA
"...435","MiamiBeach","31","11/19/2024 12:00:00","Field_Specific_Conductance",51179,"umhos/cm",NA,NA,NA
"...436","MiamiBeach","34","11/19/2024 12:00:00","Field_Specific_Conductance",51118,"umhos/cm",NA,NA,NA
"...437","MiamiBeach","41","11/19/2024 12:00:00","Field_Specific_Conductance",53399,"umhos/cm",NA,NA,NA
"...438","MiamiBeach","40","11/19/2024 12:00:00","Field_Specific_Conductance",53103,"umhos/cm",NA,NA,NA
"...439","MiamiBeach","39","11/19/2024 12:00:00","Field_Specific_Conductance",53021,"umhos/cm",NA,NA,NA
"...440","MiamiBeach","38","11/19/2024 12:00:00","Field_Specific_Conductance",52759,"umhos/cm",NA,NA,NA
"...441","MiamiBeach","37","11/19/2024 12:00:00","Field_Specific_Conductance",51099,"umhos/cm",NA,NA,NA
"...442","MiamiBeach","36","11/19/2024 12:00:00","Field_Specific_Conductance",52284,"umhos/cm",NA,NA,NA
"...443","MiamiBeach","35","11/19/2024 12:00:00","Field_Specific_Conductance",52136,"umhos/cm",NA,NA,NA
"...444","MiamiBeach","25","11/19/2024 12:00:00","Field_Specific_Conductance",50787,"umhos/cm",NA,NA,NA
"...445","MiamiBeach","1","11/20/2024 12:00:00","Field_Specific_Conductance",50378,"umhos/cm",NA,NA,NA
"...446","MiamiBeach","2","11/20/2024 12:00:00","Field_Specific_Conductance",50119,"umhos/cm",NA,NA,NA
"...447","MiamiBeach","3","11/20/2024 12:00:00","Field_Specific_Conductance",50598,"umhos/cm",NA,NA,NA
"...448","MiamiBeach","4","11/20/2024 12:00:00","Field_Specific_Conductance",50560,"umhos/cm",NA,NA,NA
"...449","MiamiBeach","5","11/20/2024 12:00:00","Field_Specific_Conductance",50634,"umhos/cm",NA,NA,NA
"...450","MiamiBeach","6","11/20/2024 12:00:00","Field_Specific_Conductance",51534,"umhos/cm",NA,NA,NA
"...451","MiamiBeach","7","11/20/2024 12:00:00","Field_Specific_Conductance",48938,"umhos/cm",NA,NA,NA
"...452","MiamiBeach","8","11/20/2024 12:00:00","Field_Specific_Conductance",49226,"umhos/cm",NA,NA,NA
"...453","MiamiBeach","9","11/20/2024 12:00:00","Field_Specific_Conductance",48454,"umhos/cm",NA,NA,NA
"...454","MiamiBeach","10","11/20/2024 12:00:00","Field_Specific_Conductance",49527,"umhos/cm",NA,NA,NA
"...455","MiamiBeach","11","11/20/2024 12:00:00","Field_Specific_Conductance",49567,"umhos/cm",NA,NA,NA
"...456","MiamiBeach","12","11/20/2024 12:00:00","Field_Specific_Conductance",52141,"umhos/cm",NA,NA,NA
"...457","MiamiBeach","13","11/20/2024 12:00:00","Field_Specific_Conductance",50359,"umhos/cm",NA,NA,NA
"...458","MiamiBeach","14","11/20/2024 12:00:00","Field_Specific_Conductance",50658,"umhos/cm",NA,NA,NA
"...459","MiamiBeach","15","11/20/2024 12:00:00","Field_Specific_Conductance",49772,"umhos/cm",NA,NA,NA
"...460","MiamiBeach","16","11/20/2024 12:00:00","Field_Specific_Conductance",49904,"umhos/cm",NA,NA,NA
"...461","MiamiBeach","17","11/20/2024 12:00:00","Field_Specific_Conductance",49160,"umhos/cm",NA,NA,NA
"...462","MiamiBeach","18","11/20/2024 12:00:00","Field_Specific_Conductance",50101,"umhos/cm",NA,NA,NA
"...463","MiamiBeach","19","11/20/2024 12:00:00","Field_Specific_Conductance",50078,"umhos/cm",NA,NA,NA
"...464","MiamiBeach","20","11/20/2024 12:00:00","Field_Specific_Conductance",50481,"umhos/cm",NA,NA,NA
"...465","MiamiBeach","21","11/20/2024 12:00:00","Field_Specific_Conductance",50620,"umhos/cm",NA,NA,NA
"...466","MiamiBeach","22","11/20/2024 12:00:00","Field_Specific_Conductance",51409,"umhos/cm",NA,NA,NA
"...467","MiamiBeach","23","11/20/2024 12:00:00","Field_Specific_Conductance",51875,"umhos/cm",NA,NA,NA
"...468","MiamiBeach","24","11/20/2024 12:00:00","Field_Specific_Conductance",51858,"umhos/cm",NA,NA,NA
"...469","MiamiBeach","#1","12/30/2024 12:00:00","Field_Specific_Conductance",52758,"umhos/cm",NA,NA,NA
"...470","MiamiBeach","#2","12/30/2024 12:00:00","Field_Specific_Conductance",52551,"umhos/cm",NA,NA,NA
"...471","MiamiBeach","#3B","12/30/2024 12:00:00","Field_Specific_Conductance",53465,"umhos/cm",NA,NA,NA
"...472","MiamiBeach","#3","12/30/2024 12:00:00","Field_Specific_Conductance",52927,"umhos/cm",NA,NA,NA
"...473","MiamiBeach","#3A","12/30/2024 12:00:00","Field_Specific_Conductance",39068,"umhos/cm",NA,NA,NA
"...474","MiamiBeach","#4","12/30/2024 12:00:00","Field_Specific_Conductance",53227,"umhos/cm",NA,NA,NA
"...475","MiamiBeach","#5","12/30/2024 12:00:00","Field_Specific_Conductance",50326,"umhos/cm",NA,NA,NA
"...476","MiamiBeach","#6","12/30/2024 12:00:00","Field_Specific_Conductance",50032,"umhos/cm",NA,NA,NA
"...477","MiamiBeach","#7","12/30/2024 12:00:00","Field_Specific_Conductance",50041,"umhos/cm",NA,NA,NA
"...478","MiamiBeach","#8","12/30/2024 12:00:00","Field_Specific_Conductance",48754,"umhos/cm",NA,NA,NA
"...479","MiamiBeach","#9","12/30/2024 12:00:00","Field_Specific_Conductance",48210,"umhos/cm",NA,NA,NA
"...480","MiamiBeach","#10","12/30/2024 12:00:00","Field_Specific_Conductance",49880,"umhos/cm",NA,NA,NA
"...481","MiamiBeach","#11","12/30/2024 12:00:00","Field_Specific_Conductance",51384,"umhos/cm",NA,NA,NA
"...482","MiamiBeach","#12","12/30/2024 12:00:00","Field_Specific_Conductance",50680,"umhos/cm",NA,NA,NA
"...483","MiamiBeach","#13","12/30/2024 12:00:00","Field_Specific_Conductance",51244,"umhos/cm",NA,NA,NA
"...484","MiamiBeach","#14","12/30/2024 12:00:00","Field_Specific_Conductance",52327,"umhos/cm",NA,NA,NA
"...485","MiamiBeach","#15","12/30/2024 12:00:00","Field_Specific_Conductance",52278,"umhos/cm",NA,NA,NA
"...486","MiamiBeach","#16","12/30/2024 12:00:00","Field_Specific_Conductance",51070,"umhos/cm",NA,NA,NA
"...487","MiamiBeach","#17","12/30/2024 12:00:00","Field_Specific_Conductance",50563,"umhos/cm",NA,NA,NA
"...488","MiamiBeach","#18","12/30/2024 12:00:00","Field_Specific_Conductance",51846,"umhos/cm",NA,NA,NA
"...489","MiamiBeach","#19","12/30/2024 12:00:00","Field_Specific_Conductance",51441,"umhos/cm",NA,NA,NA
"...490","MiamiBeach","#20","12/30/2024 12:00:00","Field_Specific_Conductance",52663,"umhos/cm",NA,NA,NA
"...491","MiamiBeach","#21","12/30/2024 12:00:00","Field_Specific_Conductance",52585,"umhos/cm",NA,NA,NA
"...492","MiamiBeach","#22","12/30/2024 12:00:00","Field_Specific_Conductance",52480,"umhos/cm",NA,NA,NA
"...493","MiamiBeach","#23","12/30/2024 12:00:00","Field_Specific_Conductance",52781,"umhos/cm",NA,NA,NA
"...494","MiamiBeach","#24","12/30/2024 12:00:00","Field_Specific_Conductance",52770,"umhos/cm",NA,NA,NA
